timestamp,reading
1707189634.49319,Reading: 3.5 lbs
1707189634.58149,Reading: 3.5 lbs
1707189634.66834,Reading: 3.5 lbs
1707189634.7566,Reading: 3.5 lbs
1707189634.84451,Reading: 3.5 lbs
1707189634.93261,Reading: 3.4 lbs
1707189635.01922,Reading: 3.2 lbs
1707189635.10741,Reading: 3.1 lbs
1707189635.19516,Reading: 3.1 lbs
1707189635.28296,Reading: 3.1 lbs
1707189635.37138,Reading: 3.1 lbs
1707189635.4584,Reading: 3.1 lbs
1707189635.54603,Reading: 3.0 lbs
1707189635.63436,Reading: 3.0 lbs
1707189635.72265,Reading: 3.1 lbs
1707189635.80884,Reading: 3.1 lbs
1707189635.89705,Reading: 3.1 lbs
1707189635.98553,Reading: 3.1 lbs
1707189636.07319,Reading: 3.1 lbs
1707189636.16169,Reading: 3.0 lbs
1707189636.24863,Reading: 3.0 lbs
1707189636.33626,Reading: 3.0 lbs
1707189636.42404,Reading: 3.1 lbs
1707189636.51209,Reading: 3.1 lbs
1707189636.59928,Reading: 3.1 lbs
1707189636.68676,Reading: 3.1 lbs
1707189636.77511,Reading: 3.1 lbs
1707189636.86309,Reading: 3.1 lbs
1707189636.95127,Reading: 3.2 lbs
1707189637.03788,Reading: 3.2 lbs
1707189637.12914,Reading: 3.2 lbs
1707189637.21462,Reading: 3.1 lbs
1707189637.30262,Reading: 3.1 lbs
